angle_deg,branch,n,mean_velocity,std_velocity,mean_peak_accel,std_peak_accel,sem_velocity,sem_peak_accel
30.03,left,5,203.17634972589465,1.1793124908088641,93.75270069887645,0.9288491205578948,0.5274045792326432,0.41539395488167
30.03,right,5,198.27596395157622,1.9876520975754437,109.60368982231918,0.9780702900501477,0.8889050411597473,0.43740633106501325
50.4,left,5,210.4511652052682,1.328765275176606,94.57498200244842,1.591645892376097,0.5942418962872209,0.7118056822922534
50.4,right,5,201.95013759503217,1.09280658995664,109.11823656511676,0.8409153679722896,0.48871796428055714,0.3760687852220578
57.48,left,5,201.74920524253417,3.3133402640704617,88.15109511552063,0.5897960249211768,1.481770812609731,0.2637648009165823
57.48,right,5,199.07366193115638,1.9229681075544192,103.45945311337928,0.6913367424132197,0.8599774814111616,0.3091751902758443
74.65,left,5,210.36606559624565,1.845846452842858,54.02501331913963,0.827075851369204,0.825487628916698,0.36987956524201054
74.65,right,5,204.88255700656046,1.374068640700769,60.46210721975581,1.755594283646801,0.6145021772715307,0.7851256318288589
