x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-958.1499E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-957.9999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-957.8499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-957.6999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-957.5499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-957.3999E-06,-15.6909511E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-957.2499E-06,-10.1633130E-03,+1.5703538E-03,-147.6733945E-03,+28.1344181E-03
-957.0999E-06,-8.6557753E-03,+2.5753789E-03,-147.6733945E-03,+29.5163276E-03
-956.9499E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-956.7999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-956.6499E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-956.4999E-06,-8.6557753E-03,+2.5753789E-03,-147.6733945E-03,+29.8932120E-03
-956.3499E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-956.1999E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-956.0499E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-955.8998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-955.7498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-955.5998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-955.4498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-955.2998E-06,-8.6557753E-03,-5.4648221E-03,-180.3367108E-03,+29.8932120E-03
-955.1498E-06,-8.6557753E-03,-5.4648221E-03,-152.6985201E-03,+29.8932120E-03
-954.9998E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+28.1344181E-03
-954.8498E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+27.8831618E-03
-954.6998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-954.5498E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-954.3998E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-954.2498E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-954.0998E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-953.9498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-953.7998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-953.6498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-953.4998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-953.3498E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+27.8831618E-03
-953.1998E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.5163276E-03
-953.0498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-952.8998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-952.7498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-952.5998E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-952.4498E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-952.2998E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-952.1498E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-951.9998E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-951.8498E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.8932120E-03
-951.6998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-951.5498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-951.3998E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+28.1344181E-03
-951.2498E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+29.5163276E-03
-951.0998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-950.9498E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+29.8932120E-03
-950.7998E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+28.1344181E-03
-950.6498E-06,-8.6557753E-03,-5.4648221E-03,-180.3367108E-03,+29.5163276E-03
-950.4998E-06,-8.6557753E-03,-5.4648221E-03,-152.6985201E-03,+29.8932120E-03
-950.3498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-950.1998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-950.0498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-949.8998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+28.1344181E-03
-949.7498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+27.8831618E-03
-949.5998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+27.8831618E-03
-949.4498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-949.2998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-949.1498E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+28.1344181E-03
-948.9998E-06,-8.6557753E-03,-3.9572844E-03,-147.6733945E-03,+27.8831618E-03
-948.8498E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.5163276E-03
-948.6998E-06,-8.6557753E-03,-5.4648221E-03,-147.6733945E-03,+29.8932120E-03
-948.5498E-06,-8.6557753E-03,+1.5703538E-03,-147.6733945E-03,+28.1344181E-03
-948.3998E-06,-8.6557753E-03,+2.5753789E-03,-147.6733945E-03,+29.5163276E-03
-948.2498E-06,-15.6909511E-03,-3.9572844E-03,-180.3367108E-03,+29.8932120E-03
-948.0998E-06,-10.1633130E-03,+1.5703538E-03,-152.6985201E-03,+29.8932120E-03
-947.9498E-06,-8.6557753E-03,+2.5753789E-03,-147.6733945E-03,+29.8932120E-03
