folder,voltage,gain,n,mean_velocity,std_velocity,mean_peak_accel,std_peak_accel,sem_velocity,sem_peak_accel
1V,1.0,4.0,18,135.13225153736468,48.19366057191398,353.0848754880857,114.701328588349,11.359354733534374,27.035362418642663
