x-axis,1,2
second,Volt,Volt
-645.00000E-06,-4.07412054E-03,-3.03391961E-03
-644.94500E-06,-4.07412054E-03,-3.48618091E-03
-644.89000E-06,-3.24497483E-03,-2.65703519E-03
-644.83500E-06,-3.62185924E-03,-2.28015077E-03
-644.78000E-06,-3.24497483E-03,-2.28015077E-03
-644.72500E-06,-3.62185924E-03,-2.28015077E-03
-644.67000E-06,-3.24497483E-03,-2.28015077E-03
-644.61500E-06,-3.62185924E-03,-2.28015077E-03
-644.56000E-06,-3.24497483E-03,-3.03391961E-03
-644.50500E-06,-3.62185924E-03,-2.65703519E-03
-644.45000E-06,-4.07412054E-03,-2.28015077E-03
-644.39500E-06,-4.07412054E-03,-3.03391961E-03
-644.34000E-06,-4.07412054E-03,-2.65703519E-03
-644.28500E-06,-4.07412054E-03,-2.28015077E-03
-644.23000E-06,-3.24497483E-03,-2.28015077E-03
-644.17500E-06,-3.62185924E-03,-2.28015077E-03
-644.11999E-06,-4.07412054E-03,-2.28015077E-03
-644.06499E-06,-3.24497483E-03,-2.28015077E-03
-644.00999E-06,-2.86809041E-03,-2.28015077E-03
-643.95499E-06,-2.86809041E-03,-3.03391961E-03
-643.89999E-06,-2.86809041E-03,-2.65703519E-03
-643.84499E-06,-3.62185924E-03,-2.28015077E-03
-643.78999E-06,-4.07412054E-03,-2.28015077E-03
-643.73499E-06,-3.24497483E-03,-2.28015077E-03
-643.67999E-06,-2.86809041E-03,-2.28015077E-03
-643.62499E-06,-3.62185924E-03,-3.03391961E-03
-643.56999E-06,-4.07412054E-03,-2.65703519E-03
-643.51499E-06,-3.24497483E-03,-2.28015077E-03
-643.45999E-06,-3.62185924E-03,-2.28015077E-03
-643.40499E-06,-4.07412054E-03,-2.28015077E-03
-643.34999E-06,-3.24497483E-03,-2.28015077E-03
-643.29499E-06,-3.62185924E-03,-2.28015077E-03
-643.23999E-06,-4.07412054E-03,-2.28015077E-03
-643.18499E-06,-4.07412054E-03,-2.28015077E-03
-643.12999E-06,-4.07412054E-03,-3.03391961E-03
-643.07499E-06,-4.07412054E-03,-3.48618091E-03
-643.01999E-06,-3.24497483E-03,-3.48618091E-03
-642.96499E-06,-2.86809041E-03,-3.48618091E-03
-642.90999E-06,-2.86809041E-03,-3.48618091E-03
-642.85499E-06,-3.62185924E-03,-3.48618091E-03
-642.79999E-06,-4.07412054E-03,-2.65703519E-03
-642.74499E-06,-3.24497483E-03,-3.03391961E-03
-642.68999E-06,-2.86809041E-03,-2.65703519E-03
-642.63499E-06,-2.86809041E-03,-3.03391961E-03
