x-axis,1,2,4
second,Volt,Volt,Volt
-855.00000E-06,-4.07412054E-03,-2.28015077E-03,+42.46984795E-03
-854.94500E-06,-4.07412054E-03,-3.03391961E-03,+42.97236050E-03
-854.89000E-06,-4.07412054E-03,-2.65703519E-03,+42.72110423E-03
-854.83500E-06,-3.24497483E-03,-2.28015077E-03,+42.97236050E-03
-854.78000E-06,-3.62185924E-03,-2.28015077E-03,+42.72110423E-03
-854.72500E-06,-4.07412054E-03,-2.28015077E-03,+42.97236050E-03
-854.67000E-06,-4.07412054E-03,-2.28015077E-03,+42.72110423E-03
-854.61500E-06,-4.07412054E-03,-2.28015077E-03,+42.97236050E-03
-854.56000E-06,-4.07412054E-03,-2.28015077E-03,+43.27386804E-03
-854.50500E-06,-4.82788938E-03,-3.03391961E-03,+42.72110423E-03
-854.45000E-06,-5.28015068E-03,-2.65703519E-03,+42.97236050E-03
-854.39500E-06,-4.45100496E-03,-2.28015077E-03,+42.72110423E-03
-854.34000E-06,-4.07412054E-03,-2.28015077E-03,+42.97236050E-03
-854.28500E-06,-4.07412054E-03,-2.28015077E-03,+42.72110423E-03
-854.23000E-06,-4.07412054E-03,-2.28015077E-03,+42.46984795E-03
-854.17500E-06,-4.07412054E-03,-3.03391961E-03,+42.97236050E-03
-854.12000E-06,-3.24497483E-03,-3.48618091E-03,+43.27386804E-03
-854.06500E-06,-3.62185924E-03,-2.65703519E-03,+43.27386804E-03
-854.01000E-06,-4.82788938E-03,-2.28015077E-03,+42.72110423E-03
-853.95500E-06,-4.45100496E-03,-2.28015077E-03,+42.46984795E-03
-853.90000E-06,-3.24497483E-03,-2.28015077E-03,+42.46984795E-03
-853.84500E-06,-3.62185924E-03,-2.28015077E-03,+42.46984795E-03
-853.79000E-06,-4.07412054E-03,-2.28015077E-03,+42.97236050E-03
-853.73500E-06,-4.07412054E-03,-3.03391961E-03,+43.27386804E-03
-853.68000E-06,-4.07412054E-03,-3.48618091E-03,+43.27386804E-03
-853.62500E-06,-4.07412054E-03,-2.65703519E-03,+42.72110423E-03
-853.57000E-06,-4.07412054E-03,-2.28015077E-03,+42.97236050E-03
-853.51500E-06,-3.24497483E-03,-3.03391961E-03,+43.27386804E-03
-853.46000E-06,-3.62185924E-03,-2.65703519E-03,+43.27386804E-03
-853.40500E-06,-3.24497483E-03,-3.03391961E-03,+43.27386804E-03
-853.35000E-06,-2.86809041E-03,-3.48618091E-03,+43.27386804E-03
-853.29499E-06,-2.86809041E-03,-2.65703519E-03,+42.72110423E-03
-853.23999E-06,-3.62185924E-03,-2.28015077E-03,+42.97236050E-03
-853.18499E-06,-3.24497483E-03,-2.28015077E-03,+43.27386804E-03
-853.12999E-06,-2.86809041E-03,-2.28015077E-03,+43.27386804E-03
-853.07499E-06,-3.62185924E-03,-2.28015077E-03,+43.27386804E-03
