x-axis,1,2,4
second,Volt,Volt,Volt
-995.00000E-06,-2.86809041E-03,-2.28015077E-03,+43.27386804E-03
-994.93500E-06,-2.86809041E-03,-2.28015077E-03,+43.62562683E-03
-994.87000E-06,-3.39572859E-03,-2.28015077E-03,+43.67587809E-03
-994.80500E-06,-4.07412054E-03,-2.28015077E-03,+43.27386804E-03
-994.74000E-06,-3.47110548E-03,-2.28015077E-03,+43.27386804E-03
-994.67500E-06,-3.39572859E-03,-2.28015077E-03,+43.27386804E-03
-994.61000E-06,-4.07412054E-03,-2.28015077E-03,+43.27386804E-03
-994.54500E-06,-3.47110548E-03,-2.28015077E-03,+43.27386804E-03
-994.48000E-06,-2.86809041E-03,-1.67713570E-03,+42.87185799E-03
-994.41500E-06,-2.86809041E-03,-1.60175882E-03,+42.82160674E-03
-994.35000E-06,-3.39572859E-03,-2.80778896E-03,+43.27386804E-03
-994.28500E-06,-3.47110548E-03,-2.88316584E-03,+43.27386804E-03
-994.22000E-06,-3.39572859E-03,-2.80778896E-03,+42.87185799E-03
-994.15499E-06,-4.07412054E-03,-2.88316584E-03,+42.46984795E-03
-994.08999E-06,-4.07412054E-03,-2.80778896E-03,+42.82160674E-03
-994.02499E-06,-3.47110548E-03,-2.88316584E-03,+42.87185799E-03
-993.95999E-06,-2.86809041E-03,-2.28015077E-03,+42.82160674E-03
-993.89499E-06,-3.39572859E-03,-2.28015077E-03,+42.87185799E-03
-993.82999E-06,-3.47110548E-03,-2.28015077E-03,+42.46984795E-03
-993.76499E-06,-2.86809041E-03,-2.28015077E-03,+42.46984795E-03
-993.69999E-06,-2.26507534E-03,-2.28015077E-03,+42.46984795E-03
-993.63499E-06,-2.18969845E-03,-2.28015077E-03,+42.82160674E-03
-993.56999E-06,-2.86809041E-03,-2.28015077E-03,+42.87185799E-03
-993.50499E-06,-2.86809041E-03,-2.28015077E-03,+42.82160674E-03
-993.43999E-06,-2.86809041E-03,-2.28015077E-03,+42.87185799E-03
-993.37499E-06,-3.39572859E-03,-2.28015077E-03,+42.82160674E-03
-993.30999E-06,-4.07412054E-03,-1.67713570E-03,+42.87185799E-03
-993.24499E-06,-3.47110548E-03,-1.60175882E-03,+42.82160674E-03
-993.17999E-06,-2.86809041E-03,-1.67713570E-03,+43.27386804E-03
-993.11499E-06,-2.86809041E-03,-1.60175882E-03,+42.87185799E-03
-993.04999E-06,-2.86809041E-03,-1.67713570E-03,+42.82160674E-03
-992.98499E-06,-2.86809041E-03,-1.07412064E-03,+42.87185799E-03
-992.91999E-06,-2.86809041E-03,-1.60175882E-03,+42.82160674E-03
-992.85499E-06,-2.86809041E-03,-2.28015077E-03,+43.27386804E-03
-992.78999E-06,-2.86809041E-03,-2.28015077E-03,+42.87185799E-03
-992.72499E-06,-3.39572859E-03,-2.28015077E-03,+42.46984795E-03
