frequency,-17.7010014E-03_magnitude,-13.5050230E-03_magnitude,-147.6733945E-03_magnitude,+29.8932120E-03_magnitude
655.002620010464,155.48193733738302,18.409432270307146,820.419521411761,26.420711543666293
660.0026400105439,162.01782201704052,15.228285174951091,730.5261352661852,13.453438296056149
665.0026600106238,155.4892836633679,21.31491413121225,608.1263180935647,13.456579377351865
670.0026800107037,139.24344825520484,24.218151335415424,577.700579272764,23.175645593938437
675.0027000107835,130.87709158000467,21.172688679054108,587.8270670628053,22.207750212500343
680.0027200108634,133.43998861096892,19.179031053500612,517.9463522082104,10.83142893774158
685.0027400109434,129.90223459328251,22.90059189892577,381.15245344964745,7.437374236950741
690.0027600110233,112.6205240833265,24.913550460175323,319.77078166163375,17.293747292654132
695.0027800111031,94.77814143429661,21.54214431857927,360.8056927167946,17.690009632321885
700.002800011183,92.56783074343164,18.566475021900438,352.7800514394061,8.640537002299517
705.0028200112629,95.67974261048536,22.710014364847417,268.545897379429,3.9810548795042218
710.0028400113428,88.38063221818891,27.570227958684395,233.66280519810869,12.780569481480235
715.0028600114226,75.69779127463808,28.702341269845355,304.78773331339204,13.333693886043905
720.0028800115025,74.17179421058125,29.214950335311503,340.77231736842236,6.911944599560298
725.0029000115824,79.76420960787752,31.81158188998138,291.6409417612601,5.877250251726742
730.0029200116622,75.25580641969256,32.466706820584925,213.07175290163173,10.814839288432395
735.0029400117421,58.78525032587088,27.203015826383485,199.39266258249455,9.618403879684559
740.002960011822,46.2076885051114,18.456508666527984,214.07313311824464,4.963855788719679
745.0029800119019,47.965822450984874,15.631938886353657,178.13101057348962,8.816656233989887
750.0030000119817,47.65803752067704,18.227326844872433,114.4668809858276,11.934610128213048
755.0030200120616,39.34692495094206,15.990875363114029,134.023507910929,8.397010354974737
760.0030400121416,40.143596251320965,10.250475897021461,185.84646977613266,3.2834124008302545
765.0030600122215,53.552931657149266,15.404951394602666,182.03353729000716,10.504377236427066
770.0030800123013,60.57559850803919,24.209870142367716,131.16318837424828,13.752535742976583
775.0031000123812,56.7985317760703,27.116037571293298,123.9190994516784,9.357223715745034
780.0031200124611,54.532793634737565,25.101147389060923,178.79256728577448,1.0865681244949523
785.0031400125409,62.30286329902438,25.15699997569393,200.90818975189583,10.258309036878691
790.0031600126208,68.10649440357662,28.983624991691503,165.8414208035714,14.216459681718566
795.0031800127007,63.187991441799106,30.282521914266226,121.55793200753338,10.183466633512682
800.0032000127806,54.70814917404222,27.09549025198251,147.44873431125257,0.5953820200979081
805.0032200128604,56.21879831321745,24.94972841012684,184.76136797625927,9.37992702230602
810.0032400129403,62.55805050820184,27.96594679556238,170.8002949705961,13.773936553679096
815.0032600130202,60.763389867941214,30.257579216510088,121.46780778034253,10.394023860213405
820.0032800131,50.89824630821192,27.10413180465184,125.63041192370036,1.5612087782056763
825.0033000131799,44.14411621791938,20.84374819140443,175.5269518295595,8.035169905622547
830.0033200132598,44.577746625837136,18.35799637404693,184.00147491151174,12.38211792691475
835.0033400133397,41.57295745744052,19.518248200437608,137.54111282457242,9.568070613074028
840.0033600134195,31.23271966271804,17.744513348550274,101.4341803823215,2.3929643163417085
845.0033800134995,24.663236227821457,12.671111857253175,144.14414472105418,7.286156355937625
850.0034000135794,29.64897726495158,11.181691745255176,174.26294392576025,10.836008746749398
855.0034200136593,31.34365525348685,14.253159792494902,146.36965940738816,8.14429846028553
860.0034400137391,23.88431678919311,14.38031426606718,90.23493185706302,3.5346794701112243
865.003460013819,18.246000833760174,10.343360300178327,103.59888432426179,7.785385264861842
870.0034800138989,25.78717538278268,7.049551715675094,148.0547804268765,9.66257045328373
875.0035000139787,30.61241330302771,8.73578354668242,148.49470348093897,5.857892055700457
880.0035200140586,24.927228261715097,9.508950188606134,108.16991141776218,3.9398550956123772
885.0035400141385,12.615594800679165,8.691288767362588,79.5445611436069,9.476587879771644
890.0035600142184,10.307261761784158,10.414545738627144,96.5151443512249,10.152391344280582
895.0035800142982,15.374396244181048,13.517737669996407,105.81581407617374,4.493680384279504
900.0036000143781,12.458300075163768,16.139220458946017,91.01572504213767,4.8804046663171246
905.003620014458,11.054518095606493,21.806160407491014,69.127677346848,11.824496876515646
910.0036400145378,22.81854889505566,31.56673985480731,51.83825548432883,12.331870942166185
915.0036600146177,31.790169123962432,40.63495393068587,55.99277456331239,5.6376664447727345
920.0036800146977,31.386632298581464,44.73473073605038,99.28740150654309,5.23633335105901
925.0037000147776,23.63852149442533,43.835011321050395,141.91349251478496,13.451541590998715
930.0037200148574,18.64688541724436,42.55967046809878,151.61121321810197,14.659350997932957
935.0037400149373,21.14875452958368,44.7391200775572,130.99628359500198,8.055154202786744
940.0037600150172,19.85231870692568,47.00937325642064,130.59348051922598,5.6441505332685775
945.003780015097,11.038710622647024,43.93108731869318,167.94492478754984,14.522304769896015
950.0038000151769,13.778437090372027,34.98812799537417,184.19890521721135,16.8771266539702
