x-axis,1,2,3
second,Volt,Volt,Volt
-258.87000E-06,+1.86243741E-03,+2.77964864E-03,+1.36005023E-03
-258.81500E-06,+2.74183438E-03,+2.77964864E-03,+1.36005023E-03
-258.76000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-258.70500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-258.65000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-258.59500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-258.54000E-06,+1.86243741E-03,+2.77964864E-03,+1.86256279E-03
-258.48500E-06,+2.74183438E-03,+2.77964864E-03,+2.74195976E-03
-258.43000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-258.37500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-258.32000E-06,+1.86243741E-03,+2.77964864E-03,+1.36005023E-03
-258.26500E-06,+3.24434694E-03,+2.77964864E-03,+1.36005023E-03
-258.21000E-06,+3.24434694E-03,+2.77964864E-03,+1.36005023E-03
-258.15500E-06,+2.74183438E-03,+2.27713608E-03,+1.36005023E-03
-258.10000E-06,+1.23429671E-03,+769.59841E-06,+1.36005023E-03
-258.04500E-06,+1.23429671E-03,+1.39773911E-03,+1.36005023E-03
-257.99000E-06,+1.23429671E-03,+2.27713608E-03,+1.36005023E-03
-257.93500E-06,+1.23429671E-03,+1.39773911E-03,+1.36005023E-03
-257.88000E-06,+1.86243741E-03,+2.77964864E-03,+1.36005023E-03
-257.82500E-06,+2.74183438E-03,+2.77964864E-03,+1.86256279E-03
-257.77000E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-257.71500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-257.66000E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-257.60500E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-257.55000E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-257.49500E-06,+1.86243741E-03,+2.77964864E-03,+2.74195976E-03
-257.44000E-06,+2.74183438E-03,+2.77964864E-03,+1.86256279E-03
-257.38500E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-257.33000E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-257.27500E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-257.22000E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-257.16500E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-257.11000E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-257.05500E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-257.00000E-06,+1.23429671E-03,+2.27713608E-03,+2.74195976E-03
-256.94500E-06,+1.86243741E-03,+1.39773911E-03,+1.36005023E-03
-256.89000E-06,+3.24434694E-03,+2.77964864E-03,+1.36005023E-03
-256.83500E-06,+2.74183438E-03,+2.77964864E-03,+1.36005023E-03
-256.78000E-06,+731.78415E-06,+2.77964864E-03,+1.36005023E-03
-256.72500E-06,-147.61282E-06,+3.40778934E-03,+1.36005023E-03
-256.67000E-06,+1.23429671E-03,+4.28718631E-03,+1.86256279E-03
-256.61500E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-256.56000E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-256.50500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-256.45000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-256.39500E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-256.34000E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-256.28500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-256.23000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-256.17500E-06,+731.78415E-06,+2.77964864E-03,+1.86256279E-03
-256.12000E-06,-147.61282E-06,+2.77964864E-03,+3.37010046E-03
-256.06500E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-256.01000E-06,+1.23429671E-03,+2.27713608E-03,+1.86256279E-03
-255.95500E-06,+1.23429671E-03,+1.39773911E-03,+2.74195976E-03
-255.90000E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-255.84500E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-255.79000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-255.73500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-255.68000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-255.62500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-255.57000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-255.51500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-255.46000E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-255.40500E-06,+1.86243741E-03,+2.77964864E-03,+3.37010046E-03
-255.35000E-06,+2.74183438E-03,+2.77964864E-03,+2.74195976E-03
-255.29500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-255.24000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-255.18500E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-255.13000E-06,+1.23429671E-03,+3.40778934E-03,+3.37010046E-03
-255.07500E-06,+1.86243741E-03,+4.28718631E-03,+3.37010046E-03
-255.02000E-06,+2.74183438E-03,+3.40778934E-03,+3.37010046E-03
-254.96500E-06,+1.86243741E-03,+4.28718631E-03,+3.37010046E-03
-254.91000E-06,+2.74183438E-03,+3.40778934E-03,+2.74195976E-03
-254.85500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-254.80000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-254.74500E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-254.69000E-06,+1.86243741E-03,+4.78969887E-03,+1.86256279E-03
-254.63500E-06,+2.74183438E-03,+4.28718631E-03,+2.74195976E-03
-254.58000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-254.52500E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-254.47000E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-254.41500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-254.36000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-254.30500E-06,+1.23429671E-03,+4.78969887E-03,+1.86256279E-03
-254.25000E-06,+1.23429671E-03,+4.78969887E-03,+2.74195976E-03
-254.19500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-254.14000E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-254.08500E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-254.03000E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-253.97500E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-253.92000E-06,+1.86243741E-03,+2.77964864E-03,+1.36005023E-03
-253.86500E-06,+2.74183438E-03,+3.40778934E-03,+1.86256279E-03
-253.81000E-06,+1.86243741E-03,+4.28718631E-03,+2.74195976E-03
-253.75500E-06,+2.74183438E-03,+2.77964864E-03,+1.36005023E-03
-253.70000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-253.64500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-253.59000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-253.53500E-06,+1.23429671E-03,+4.28718631E-03,+1.86256279E-03
-253.48000E-06,+731.78415E-06,+3.40778934E-03,+3.37010046E-03
-253.42500E-06,-147.61282E-06,+4.78969887E-03,+2.74195976E-03
-253.37000E-06,+1.86243741E-03,+4.28718631E-03,+1.86256279E-03
-253.31500E-06,+2.74183438E-03,+3.40778934E-03,+3.37010046E-03
-253.26000E-06,+1.23429671E-03,+4.28718631E-03,+2.74195976E-03
-253.20500E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-253.15000E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-253.09500E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-253.04000E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-252.98500E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-252.93000E-06,+1.86243741E-03,+2.77964864E-03,+1.36005023E-03
-252.87500E-06,+3.24434694E-03,+2.77964864E-03,+1.86256279E-03
-252.82000E-06,+2.74183438E-03,+2.77964864E-03,+2.74195976E-03
-252.76500E-06,+1.86243741E-03,+3.40778934E-03,+1.36005023E-03
-252.71000E-06,+3.24434694E-03,+4.28718631E-03,+1.86256279E-03
-252.65500E-06,+3.24434694E-03,+2.77964864E-03,+3.37010046E-03
-252.60000E-06,+2.74183438E-03,+2.77964864E-03,+2.74195976E-03
-252.54500E-06,+1.86243741E-03,+2.77964864E-03,+1.86256279E-03
-252.49000E-06,+3.24434694E-03,+2.77964864E-03,+3.37010046E-03
-252.43500E-06,+2.74183438E-03,+2.77964864E-03,+3.37010046E-03
-252.38000E-06,+1.86243741E-03,+2.77964864E-03,+2.74195976E-03
-252.32500E-06,+3.24434694E-03,+2.77964864E-03,+1.86256279E-03
-252.27000E-06,+3.24434694E-03,+2.77964864E-03,+3.37010046E-03
-252.21500E-06,+2.74183438E-03,+2.27713608E-03,+2.74195976E-03
-252.16000E-06,+1.86243741E-03,+1.39773911E-03,+1.36005023E-03
-252.10500E-06,+3.24434694E-03,+2.77964864E-03,+1.36005023E-03
-252.05000E-06,+3.24434694E-03,+2.77964864E-03,+1.86256279E-03
-251.99500E-06,+2.74183438E-03,+2.27713608E-03,+2.74195976E-03
-251.94000E-06,+1.86243741E-03,+1.39773911E-03,+1.36005023E-03
-251.88500E-06,+3.24434694E-03,+2.27713608E-03,+1.86256279E-03
-251.83000E-06,+2.74183438E-03,+1.39773911E-03,+2.74195976E-03
-251.77500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-251.72000E-06,+1.86243741E-03,+2.77964864E-03,+1.36005023E-03
-251.66500E-06,+2.74183438E-03,+2.77964864E-03,+1.36005023E-03
-251.61000E-06,+1.23429671E-03,+2.27713608E-03,+1.36005023E-03
-251.55500E-06,+1.23429671E-03,+1.39773911E-03,+1.36005023E-03
-251.50000E-06,+1.86243741E-03,+2.77964864E-03,+1.36005023E-03
-251.44500E-06,+2.74183438E-03,+2.77964864E-03,+1.36005023E-03
-251.39000E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-251.33500E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-251.28000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-251.22500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-251.17000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-251.11500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-251.06000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-251.00500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-250.95000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-250.89500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-250.84000E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-250.78500E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-250.73000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-250.67500E-06,+1.23429671E-03,+4.78969887E-03,+1.86256279E-03
-250.62000E-06,+1.23429671E-03,+4.78969887E-03,+2.74195976E-03
-250.56500E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-250.51000E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-250.45500E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-250.40000E-06,+1.86243741E-03,+4.78969887E-03,+1.86256279E-03
-250.34500E-06,+3.24434694E-03,+4.28718631E-03,+3.37010046E-03
-250.29000E-06,+3.24434694E-03,+3.40778934E-03,+3.37010046E-03
-250.23500E-06,+2.74183438E-03,+4.78969887E-03,+2.74195976E-03
-250.18000E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-250.12500E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-250.07000E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-250.01500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-249.96000E-06,+1.86243741E-03,+2.77964864E-03,+1.86256279E-03
-249.90500E-06,+2.74183438E-03,+2.77964864E-03,+2.74195976E-03
-249.85000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-249.79500E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-249.74000E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-249.68500E-06,+1.23429671E-03,+4.78969887E-03,+1.86256279E-03
-249.63000E-06,+1.23429671E-03,+4.78969887E-03,+2.74195976E-03
-249.57500E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-249.52000E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-249.46500E-06,+1.23429671E-03,+4.78969887E-03,+1.86256279E-03
-249.41000E-06,+1.23429671E-03,+4.78969887E-03,+3.37010046E-03
-249.35500E-06,+731.78415E-06,+4.78969887E-03,+2.74195976E-03
-249.30000E-06,-775.75352E-06,+4.28718631E-03,+1.86256279E-03
-249.24500E-06,-147.61282E-06,+3.40778934E-03,+3.37010046E-03
-249.19000E-06,+1.23429671E-03,+4.78969887E-03,+3.37010046E-03
-249.13500E-06,+1.23429671E-03,+4.28718631E-03,+3.37010046E-03
-249.08000E-06,+1.23429671E-03,+3.40778934E-03,+3.37010046E-03
-249.02500E-06,+731.78415E-06,+4.78969887E-03,+3.37010046E-03
-248.97000E-06,-147.61282E-06,+4.78969887E-03,+3.37010046E-03
-248.91500E-06,+1.23429671E-03,+4.78969887E-03,+2.74195976E-03
-248.86000E-06,+731.78415E-06,+4.28718631E-03,+1.36005023E-03
-248.80500E-06,-147.61282E-06,+3.40778934E-03,+1.36005023E-03
-248.75000E-06,+731.78415E-06,+4.28718631E-03,+1.36005023E-03
-248.69500E-06,-147.61282E-06,+3.40778934E-03,+1.86256279E-03
-248.64000E-06,+1.23429671E-03,+4.78969887E-03,+2.74195976E-03
-248.58500E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-248.53000E-06,+1.23429671E-03,+4.28718631E-03,+1.86256279E-03
-248.47500E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-248.42000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-248.36500E-06,+1.23429671E-03,+4.78969887E-03,+1.86256279E-03
-248.31000E-06,+1.23429671E-03,+4.78969887E-03,+3.37010046E-03
-248.25500E-06,+1.23429671E-03,+4.78969887E-03,+2.74195976E-03
-248.20000E-06,+1.23429671E-03,+4.28718631E-03,+1.86256279E-03
-248.14500E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-248.09000E-06,+1.23429671E-03,+3.40778934E-03,+2.74195976E-03
-248.03500E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-247.98000E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-247.92500E-06,+1.23429671E-03,+4.78969887E-03,+1.86256279E-03
-247.87000E-06,+1.23429671E-03,+5.41783957E-03,+3.37010046E-03
-247.81500E-06,+1.23429671E-03,+5.79472398E-03,+3.37010046E-03
-247.76000E-06,+1.23429671E-03,+3.40778934E-03,+3.37010046E-03
-247.70500E-06,+1.23429671E-03,+4.78969887E-03,+2.74195976E-03
-247.65000E-06,+1.23429671E-03,+4.28718631E-03,+1.86256279E-03
-247.59500E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-247.54000E-06,+1.23429671E-03,+3.40778934E-03,+2.74195976E-03
-247.48500E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-247.43000E-06,+1.23429671E-03,+4.78969887E-03,+1.86256279E-03
-247.37500E-06,+1.23429671E-03,+4.28718631E-03,+3.37010046E-03
-247.32000E-06,+1.23429671E-03,+3.40778934E-03,+3.37010046E-03
-247.26500E-06,+1.23429671E-03,+4.78969887E-03,+2.74195976E-03
-247.21000E-06,+1.23429671E-03,+4.28718631E-03,+1.86256279E-03
-247.15500E-06,+1.23429671E-03,+3.40778934E-03,+3.37010046E-03
-247.10000E-06,+1.23429671E-03,+4.28718631E-03,+3.37010046E-03
-247.04500E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-246.99000E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-246.93500E-06,+1.23429671E-03,+3.40778934E-03,+3.37010046E-03
-246.88000E-06,+1.23429671E-03,+4.28718631E-03,+3.37010046E-03
-246.82500E-06,+1.23429671E-03,+3.40778934E-03,+3.37010046E-03
-246.77000E-06,+1.23429671E-03,+4.78969887E-03,+2.74195976E-03
-246.71500E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-246.66000E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-246.60500E-06,+1.23429671E-03,+4.28718631E-03,+1.86256279E-03
-246.55000E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-246.49500E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-246.44000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-246.38500E-06,+1.23429671E-03,+4.28718631E-03,+1.86256279E-03
-246.33000E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-246.27500E-06,+1.23429671E-03,+2.77964864E-03,+3.37010046E-03
-246.22000E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-246.16500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-246.11000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-246.05500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-246.00000E-06,+731.78415E-06,+3.40778934E-03,+1.36005023E-03
-245.94500E-06,-147.61282E-06,+4.78969887E-03,+1.36005023E-03
-245.89000E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-245.83500E-06,+731.78415E-06,+2.27713608E-03,+1.36005023E-03
-245.78000E-06,-147.61282E-06,+1.39773911E-03,+1.36005023E-03
-245.72500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-245.67000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-245.61500E-06,+731.78415E-06,+2.77964864E-03,+1.36005023E-03
-245.56000E-06,-147.61282E-06,+2.77964864E-03,+1.36005023E-03
-245.50500E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-245.45000E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-245.39500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-245.34000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-245.28500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-245.23000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-245.17500E-06,+731.78415E-06,+2.77964864E-03,+1.36005023E-03
-245.12000E-06,+354.89973E-06,+3.40778934E-03,+1.36005023E-03
-245.06500E-06,+2.74183438E-03,+4.28718631E-03,+1.36005023E-03
-245.01000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-244.95500E-06,+1.23429671E-03,+2.77964864E-03,+731.90953E-06
-244.90000E-06,+1.23429671E-03,+2.77964864E-03,-147.48744E-06
-244.84500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-244.79000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-244.73500E-06,+1.23429671E-03,+2.77964864E-03,+731.90953E-06
-244.68000E-06,+1.23429671E-03,+2.77964864E-03,-147.48744E-06
-244.62500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-244.57000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-244.51500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-244.46000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-244.40500E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-244.35000E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-244.29500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-244.24000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-244.18500E-06,+731.78415E-06,+2.77964864E-03,+1.36005023E-03
-244.13000E-06,-775.75352E-06,+2.77964864E-03,+1.36005023E-03
-244.07500E-06,-147.61282E-06,+2.77964864E-03,+1.86256279E-03
-244.02000E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-243.96500E-06,+1.23429671E-03,+2.27713608E-03,+1.36005023E-03
-243.91000E-06,+731.78415E-06,+769.59841E-06,+1.36005023E-03
-243.85500E-06,-147.61282E-06,+1.39773911E-03,+1.36005023E-03
-243.80000E-06,+731.78415E-06,+2.77964864E-03,+1.36005023E-03
-243.74500E-06,-775.75352E-06,+2.77964864E-03,+1.36005023E-03
-243.69000E-06,-147.61282E-06,+2.27713608E-03,+1.36005023E-03
-243.63500E-06,+1.23429671E-03,+769.59841E-06,+1.36005023E-03
-243.58000E-06,+1.23429671E-03,+1.39773911E-03,+1.36005023E-03
-243.52500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-243.47000E-06,+1.23429671E-03,+2.27713608E-03,+1.36005023E-03
-243.41500E-06,+731.78415E-06,+1.39773911E-03,+1.36005023E-03
-243.36000E-06,-147.61282E-06,+2.77964864E-03,+1.36005023E-03
-243.30500E-06,+731.78415E-06,+2.77964864E-03,+1.36005023E-03
-243.25000E-06,-147.61282E-06,+2.77964864E-03,+1.36005023E-03
-243.19500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-243.14000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-243.08500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-243.03000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-242.97500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-242.92000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.86500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.81000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.75500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.70000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.64500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.59000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.53500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.48000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.42500E-06,+1.23429671E-03,+2.77964864E-03,+731.90953E-06
-242.37000E-06,+1.23429671E-03,+2.77964864E-03,-147.48744E-06
-242.31500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.26000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-242.20500E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-242.15000E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-242.09500E-06,+1.23429671E-03,+2.77964864E-03,+731.90953E-06
-242.04000E-06,+1.23429671E-03,+2.77964864E-03,-147.48744E-06
-241.98500E-06,+1.23429671E-03,+2.77964864E-03,+731.90953E-06
-241.93000E-06,+1.23429671E-03,+2.77964864E-03,-147.48744E-06
-241.87500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-241.82000E-06,+1.23429671E-03,+2.77964864E-03,+731.90953E-06
-241.76500E-06,+1.23429671E-03,+2.77964864E-03,-147.48744E-06
-241.71000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-241.65500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-241.60000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-241.54500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-241.49000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-241.43500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-241.38000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-241.32500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-241.27000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-241.21500E-06,+1.23429671E-03,+2.77964864E-03,+1.86256279E-03
-241.16000E-06,+1.23429671E-03,+2.77964864E-03,+2.74195976E-03
-241.10500E-06,+1.86243741E-03,+2.77964864E-03,+1.36005023E-03
-241.05000E-06,+2.74183438E-03,+2.77964864E-03,+1.86256279E-03
-240.99500E-06,+1.23429671E-03,+3.40778934E-03,+2.74195976E-03
-240.94000E-06,+1.23429671E-03,+4.78969887E-03,+1.36005023E-03
-240.88500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-240.83000E-06,+731.78415E-06,+2.77964864E-03,+1.36005023E-03
-240.77500E-06,-147.61282E-06,+2.77964864E-03,+1.36005023E-03
-240.72000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-240.66500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-240.61000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-240.55500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-240.50000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-240.44500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-240.39000E-06,+1.23429671E-03,+3.40778934E-03,+1.86256279E-03
-240.33500E-06,+1.23429671E-03,+4.28718631E-03,+2.74195976E-03
-240.28000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-240.22500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-240.17000E-06,+1.23429671E-03,+2.77964864E-03,+731.90953E-06
-240.11500E-06,+1.23429671E-03,+2.77964864E-03,-147.48744E-06
-240.06000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-240.00500E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-239.95000E-06,+731.78415E-06,+4.78969887E-03,+1.36005023E-03
-239.89500E-06,-147.61282E-06,+4.28718631E-03,+1.36005023E-03
-239.84000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-239.78500E-06,+1.86243741E-03,+2.77964864E-03,+1.36005023E-03
-239.73000E-06,+2.74183438E-03,+2.77964864E-03,+1.36005023E-03
-239.67500E-06,+1.23429671E-03,+2.77964864E-03,+731.90953E-06
-239.62000E-06,+1.23429671E-03,+2.77964864E-03,-147.48744E-06
-239.56500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-239.51000E-06,+1.23429671E-03,+3.40778934E-03,+1.36005023E-03
-239.45500E-06,+1.23429671E-03,+4.28718631E-03,+1.36005023E-03
-239.40000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-239.34500E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-239.29000E-06,+1.23429671E-03,+2.77964864E-03,+1.36005023E-03
-239.23500E-06,+1.86243741E-03,+3.40778934E-03,+1.36005023E-03
-239.18000E-06,+2.74183438E-03,+4.28718631E-03,+1.36005023E-03
