pretension_N,n_files_used,velocity_mean,velocity_std
3.0,3,180.46442334360896,5.906384026722032
4.0,3,182.93678342704973,2.604920543985076
6.0,3,181.48832761502203,1.1253687660240541
8.0,3,188.51673536555685,1.8372055213303868
10.0,3,191.35833686871456,2.7331537051372092
12.0,3,193.7919888684003,5.84281601470811
